,일자,제목,부정,중립,긍정
178,20190122,[상반기 아파트 분양] 롯데건설 `청량리역 롯데캐슬 SKY-L65`,5.7982757e-05,0.9999032,3.8883885e-05
179,20190122,"데일리호텔, 마리나베이 하벳 풀빌라 등 겨울 호캉스 특가 이벤트",5.4618835e-05,0.9999088,3.654838e-05
180,20190122,호텔식 소형 오피스 ‘삼정 아트스테이 정동’ 투자자들 관심 집중,0.00010063387,0.99977857,0.00012080961
181,20190122,"""광교상가 미래가치에 투자하세요""",4.876493e-05,0.9998952,5.6015313e-05
182,20190122,"[마켓인사이트]GS건설 자회사 자이에스앤디, 500억원 규모 유상증자",4.4935354e-05,0.99989474,6.02731e-05
183,20190123,"KT, 5G 선도에 부동산 미디어 부문 움직임 기대감-미래에셋대우",4.7279864e-05,0.00011975966,0.999833
184,20190123,"[오늘의 종목] KT, 부동산 미디어 사업 확대 긍정적",7.548817e-05,0.00030159895,0.99962294
185,20190123,"""공사비 깎고, 사업 조건 완화"" 중견건설사의 정비사업 '필살기'",0.0008837167,0.99120444,0.0079118265
186,20190123,"이한그룹, 부동산 투자, 개발에 관한 최적의 솔루션 제공",0.00010255901,0.99743,0.002467341
187,20190123,"눈길 끄는 '시티프라디움 더 강남', 아파트 정당계약 중",5.891637e-05,0.9998977,4.340618e-05
188,20190124,"용평리조트, 평창 동계올림픽 1주년 기념 타워 레저 회원권 분양",4.901372e-05,0.9999114,3.9602153e-05
189,20190124,[CEO의 투자 한수] 공모 리츠 활성화 노후재테크 대안,2.7273678e-05,0.9999168,5.590061e-05
190,20190125,‘배산임수’ 한강변 아파트에 나도 한 번 살아볼까,4.4560067e-05,0.999907,4.8354552e-05
191,20190125,신분당선 판교역과 연결되는 ‘초역세권 복합단지’,0.000116474934,0.9998018,8.181947e-05
192,20190125,"""튀어야 인기"" 특화 부동산 청약경쟁률 높아",4.3784676e-05,0.99991095,4.5311328e-05
193,20190125,"공유주택 전성시대 
 우아하게 럭셔리하게 ‘나 혼자 산다’",3.4126348e-05,0.9999052,6.0649625e-05
194,20190125,노후대비 꼬박꼬박 월세 받는 `송도 타임스페이스` 상가 인기,8.00399e-05,0.9998474,7.248719e-05
195,20190125,50층 재건축 재도전 '장미'의 꿈(종합),9.4237745e-05,0.9987436,0.0011621176
196,20190125,[생생 부동산 클리닉] 강남구 역삼동 다세대주택 & 강동구 천호동 다세대주택,3.585677e-05,0.99991894,4.5146273e-05
197,20190126,호캉스족 “가족들과 럭셔리 호텔에서 뷔페 이용”,8.953064e-05,0.9998568,5.360306e-05
198,20190127,"더 플라자호텔, 풍수지리 스토리텔링 적용한 '설 명절 패키지' 선봬",3.2057007e-05,0.99991417,5.3722102e-05
199,20190127,"목포 구도심, 5년 전 '익선동''황리단길'과 꼭 닮았네",0.00018418692,0.9997286,8.7290966e-05
200,20190127,'강북 최고가' 새로 쓰나 종로 베르시움 리모델링 주택 7월 분양,4.6113564e-05,0.99991524,3.8638536e-05
201,20190127,부동산 투자회사로 변신 중인 담배회사 KT&G,0.0030120972,0.9602608,0.036727134
202,20190128,'강북 최고가' 새로 쓰나 종로 베르시움 리모델링 주택 7월 분양,4.6113564e-05,0.99991524,3.8638536e-05
203,20190128,중소형 증권사도 대형 PF로 큰수익 올린다,0.008269484,0.08754504,0.9041855
204,20190128,[다시뛰는 한국건설]랜드마크 건물 설계 노하우로 베트남 공략 나서는 희림,6.0232673e-05,0.00029441455,0.99964535
205,20190128,"워커힐 호텔 명월관 갈비탕, 마켓컬리 입점",6.189279e-05,0.999866,7.2052746e-05
206,20190128,방탄소년단 정국 ‘트리마제’ 주민 됐다 21평이 20억?,0.00019630525,0.9996866,0.000117127805
207,20190128,BTS 정국까지 가세 ★천지된 성수동 트리마제 들여다보니,6.3635685e-05,0.99989533,4.0978168e-05
208,20190128,[돈 되는 부동산 정보] 용산구 원효로1가 다세대주택 & 서초구 방배동 다세대주택 & 중구 을지로6가 오피스텔,4.0109335e-05,0.999915,4.4924775e-05
209,20190128,랜드마크 설계 노하우 바탕 베트남 집중공략 나선 희림,4.9894163e-05,0.00024033531,0.9997098
210,20190128,"방탄소년단 정국, 성수동 트리마제 매입 트리마제 어떤 곳? '최고급 시설 연예인타운'",4.1031177e-05,0.9999112,4.7796188e-05
211,20190128,"방탄소년단(BTS) 정국, '성수동 트리마제' 어떤 곳? 럭셔리'연예인 타운'",6.136055e-05,0.99989367,4.492712e-05
212,20190129,랜드마크 설계 노하우 바탕 베트남 집중공략 나선 희림,4.9894163e-05,0.00024033531,0.9997098
213,20190129,"[李기자의 리얼티톡] 올해 5000여 세대 입주하는 영종, 2012년 재연은 없다?",4.960177e-05,0.99991584,3.4549375e-05
214,20190129,"​마스터카드, 설 연휴 앞두고 호텔 리조트 렌터카 특가",4.6618487e-05,0.99991727,3.6114445e-05
